id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
227	spiro (2013)	"<table><tr><td>Authors:</td><td>spiro, emma s.; acton, ryan m.; butts, carter t.</td></tr><tr><td>Title:</td><td>extended structures of mediation: re-examining brokerage in dynamic networks</td></tr><tr><td>Source:</td><td>social networks, 35(1), 130-143</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.02.001	-0.1322	-0.2013	7	10	77	1.4865	2013	77	1.4865
228	kadushin (2005)	"<table><tr><td>Authors:</td><td>kadushin, c</td></tr><tr><td>Title:</td><td>who benefits from network analysis: ethics of social network research</td></tr><tr><td>Source:</td><td>social networks, 27(2), 139-153</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.01.005	0.4305	-0.1554	9	14	77	0.3302	2005	77	0.3302
229	van den brink (2000)	"<table><tr><td>Authors:</td><td>van den brink, r; gilles, rp</td></tr><tr><td>Title:</td><td>measuring domination in directed networks</td></tr><tr><td>Source:</td><td>social networks, 22(2), 141-157</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1016/s0378-8733(00)00019-8	-0.8247	0.3639	6	11	77	0.9145	2000	77	0.9145
230	suitor (1997b)	"<table><tr><td>Authors:</td><td>suitor, jj; wellman, b; morgan, dl</td></tr><tr><td>Title:</td><td>it's about time: how, why, and when networks change</td></tr><tr><td>Source:</td><td>social networks, 19(1), 1-7</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1016/s0378-8733(96)00287-0	0.9301	-0.0549	2	12	77	0.741	1997	77	0.741
231	bolland (1988)	"<table><tr><td>Authors:</td><td>bolland, jm</td></tr><tr><td>Title:</td><td>sorting out centrality - an analysis of the performance of 4 centrality models in real and simulated networks</td></tr><tr><td>Source:</td><td>social networks, 10(3), 233-253</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/10.1016/0378-8733(88)90014-7	-0.559	-0.1748	6	9	76	0.9019	1988	76	0.9019
232	small (2015)	"<table><tr><td>Authors:</td><td>small, mario luis; pamphile, vontrese deeds; mcmahan, peter</td></tr><tr><td>Title:</td><td>how stable is the core discussion network?</td></tr><tr><td>Source:</td><td>social networks, 40, 90-102</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.09.001	0.889	0.0291	2	26	75	1.9108	2015	75	1.9108
233	kadushin (2004)	"<table><tr><td>Authors:</td><td>kadushin, c</td></tr><tr><td>Title:</td><td>too much investment in social capital?</td></tr><tr><td>Source:</td><td>social networks, 26(1), 75-90</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.01.009	0.861	0.1385	17	6	75	1.4073	2004	75	1.4073
234	batagelj (2001)	"<table><tr><td>Authors:</td><td>batagelj, v; mrvar, a</td></tr><tr><td>Title:</td><td>a subquadratic triad census algorithm for large sparse networks with small maximum degree</td></tr><tr><td>Source:</td><td>social networks, 23(3), 237-243</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0378-8733(01)00035-1	-0.4151	-0.0479	7	4	75	0.6338	2001	75	0.6338
235	stoloff (1999)	"<table><tr><td>Authors:</td><td>stoloff, ja; glanville, jl; bienenstock, ej</td></tr><tr><td>Title:</td><td>women's participation in the labor force: the role of social networks</td></tr><tr><td>Source:</td><td>social networks, 21(1), 91-108</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1016/s0378-8733(99)00003-9	1.0512	0.2817	3	5	75	0.5787	1999	75	0.5787
236	fransen (2015)	"<table><tr><td>Authors:</td><td>fransen, katrien; van puyenbroeck, stef; loughead, todd m.; vanbeselaere, norbert; de cuyper, bert; vande broek, gert; boen, filip</td></tr><tr><td>Title:</td><td>who takes the lead? social network analysis as a pioneering tool to investigate shared leadership within sports teams</td></tr><tr><td>Source:</td><td>social networks, 43, 28-38</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.04.003	-0.0199	0.4775	16	4	74	1.8854	2015	74	1.8854
237	brashears (2015)	"<table><tr><td>Authors:</td><td>brashears, matthew e.; quintane, eric</td></tr><tr><td>Title:</td><td>the microstructures of network recall: how social networks are encoded and represented in human memory</td></tr><tr><td>Source:</td><td>social networks, 41, 113-126</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.11.003	0.5702	-0.0928	11	42	74	1.8854	2015	74	1.8854
238	wang (2013b)	"<table><tr><td>Authors:</td><td>wang, peng; pattison, philippa; robins, garry</td></tr><tr><td>Title:</td><td>exponential random graph model specifications for bipartite networks a dependence hierarchy</td></tr><tr><td>Source:</td><td>social networks, 35(2), 211-222</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.12.004	-0.2693	0.5103	10	14	74	1.4286	2013	74	1.4286
239	borgatti (1993)	"<table><tr><td>Authors:</td><td>borgatti, sp; everett, mg</td></tr><tr><td>Title:</td><td>2 algorithms for computing regular equivalence</td></tr><tr><td>Source:</td><td>social networks, 15(4), 361-376</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90012-a	-1.1645	-0.473	1	11	74	1.6799	1993	74	1.6799
240	frank (1978)	"<table><tr><td>Authors:</td><td>frank, o</td></tr><tr><td>Title:</td><td>sampling and estimation in large social networks</td></tr><tr><td>Source:</td><td>social networks, 1(1), 91-101</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/10.1016/0378-8733(78)90015-1	-0.0723	-0.5133	13	9	74	0.7023	1978	74	0.7023
241	boda (2015)	"<table><tr><td>Authors:</td><td>boda, zsofia; neray, balint</td></tr><tr><td>Title:</td><td>inter-ethnic friendship and negative ties in secondary school</td></tr><tr><td>Source:</td><td>social networks, 43, 57-72</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.03.004	0.2217	0.5843	4	22	73	1.8599	2015	73	1.8599
242	viry (2012)	"<table><tr><td>Authors:</td><td>viry, gil</td></tr><tr><td>Title:</td><td>residential mobility and the spatial dispersion of personal networks: effects on social support</td></tr><tr><td>Source:</td><td>social networks, 34(1), 59-72</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.07.003	0.7296	-0.059	2	21	73	1.3273	2012	73	1.3273
243	feld (2002)	"<table><tr><td>Authors:</td><td>feld, sl; carter, wc</td></tr><tr><td>Title:</td><td>detecting measurement bias in respondent reports of personal networks</td></tr><tr><td>Source:</td><td>social networks, 24(4), 365-383</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00013-8	0.6716	-0.2562	29	23	73	1.0527	2002	73	1.0527
244	batagelj (2000)	"<table><tr><td>Authors:</td><td>batagelj, v; mrvar, a</td></tr><tr><td>Title:</td><td>some analyses of erdos collaboration graph</td></tr><tr><td>Source:</td><td>social networks, 22(2), 173-186</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1016/s0378-8733(00)00023-x	-0.4854	-0.0746	13	3	73	0.867	2000	73	0.867
245	freeman (1998a)	"<table><tr><td>Authors:</td><td>freeman, lc; webster, cm; kirke, dm</td></tr><tr><td>Title:</td><td>exploring social structure using dynamic three-dimensional color images</td></tr><tr><td>Source:</td><td>social networks, 20(2), 109-118</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0378-8733(97)00016-6	0.1904	-0.3968	9	6	73	1.2176	1998	73	1.2176
246	marsden (1993)	"<table><tr><td>Authors:</td><td>marsden, pv</td></tr><tr><td>Title:</td><td>the reliability of network density and composition measures</td></tr><tr><td>Source:</td><td>social networks, 15(4), 399-421</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90014-c	0.7184	-0.3273	5	20	73	1.6572	1993	73	1.6572
247	batagelj (1992a)	"<table><tr><td>Authors:</td><td>batagelj, v; ferligoj, a; doreian, p</td></tr><tr><td>Title:</td><td>direct and indirect methods for structural equivalence</td></tr><tr><td>Source:</td><td>social networks, 14(1-2), 63-90</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1016/0378-8733(92)90014-x	-0.8598	-0.2563	1	28	73	1.561	1992	73	1.561
248	friedkin (1992)	"<table><tr><td>Authors:</td><td>friedkin, ne</td></tr><tr><td>Title:</td><td>an expected value model of social power - predictions for selected exchange networks</td></tr><tr><td>Source:</td><td>social networks, 14(3-4), 213-229</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1016/0378-8733(92)90002-o	-0.7364	0.7141	20	11	72	1.5396	1992	72	1.5396
249	vermeij (2009)	"<table><tr><td>Authors:</td><td>vermeij, lotte; van duijn, marijtje a. j.; baerveldt, chris</td></tr><tr><td>Title:</td><td>ethnic segregation in context: social discrimination among native dutch pupils and their ethnic minority classmates</td></tr><tr><td>Source:</td><td>social networks, 31(4), 230-239</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.06.002	0.4045	0.8416	4	10	71	0.7261	2009	71	0.7261
250	boyd (2006)	"<table><tr><td>Authors:</td><td>boyd, jp; fitzgerald, wj; beck, rj</td></tr><tr><td>Title:</td><td>computing core/periphery structures and permutation tests for social relations data</td></tr><tr><td>Source:</td><td>social networks, 28(2), 165-178</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.06.003	-0.8996	-0.3846	7	9	71	0.6801	2006	71	0.6801
251	killworth (1998)	"<table><tr><td>Authors:</td><td>killworth, pd; johnsen, ec; mccarty, c; shelley, ga; bernard, hr</td></tr><tr><td>Title:</td><td>a social network approach to estimating seroprevalence in the united states</td></tr><tr><td>Source:</td><td>social networks, 20(1), 23-50</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0378-8733(96)00305-x	1	-0.3523	12	11	71	1.1843	1998	71	1.1843
252	faust (1988)	"<table><tr><td>Authors:</td><td>faust, k</td></tr><tr><td>Title:</td><td>comparison of methods for positional analysis - structural and general equivalences</td></tr><tr><td>Source:</td><td>social networks, 10(4), 313-341</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/10.1016/0378-8733(88)90002-0	-0.7342	-0.5151	1	25	71	0.8426	1988	71	0.8426
253	romney (1984)	"<table><tr><td>Authors:</td><td>romney, ak; weller, sc</td></tr><tr><td>Title:</td><td>predicting informant accuracy from patterns of recall among individuals</td></tr><tr><td>Source:</td><td>social networks, 6(1), 59-77</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"		0.172	-0.5659	11	20	71	1.0038	1984	71	1.0038
254	duy vu (2015)	"<table><tr><td>Authors:</td><td>duy vu; pattison, philippa; robins, garry</td></tr><tr><td>Title:</td><td>relational event models for social learning in moocs</td></tr><tr><td>Source:</td><td>social networks, 43, 121-135</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.05.001	-0.1236	0.6252	10	15	70	1.7834	2015	70	1.7834
255	butts (2012)	"<table><tr><td>Authors:</td><td>butts, carter t.; acton, ryan m.; hipp, john r.; nagle, nicholas n.</td></tr><tr><td>Title:</td><td>geographical variability and network structure</td></tr><tr><td>Source:</td><td>social networks, 34(1), 82-100</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.08.003	0.0558	-0.122	8	8	70	1.2727	2012	70	1.2727
256	mullen (1991)	"<table><tr><td>Authors:</td><td>mullen, b; johnson, c; salas, e</td></tr><tr><td>Title:</td><td>effects of communication-network structure - components of positional centrality</td></tr><tr><td>Source:</td><td>social networks, 13(2), 169-186</td></tr><tr><td>Year:</td><td>1991</td></tr></table>"	https://doi.org/10.1016/0378-8733(91)90019-p	-0.7461	0.2076	6	3	70	0.6893	1991	70	0.6893
257	burt (1986a)	"<table><tr><td>Authors:</td><td>burt, rs</td></tr><tr><td>Title:</td><td>a note on sociometric order in the general social survey network data</td></tr><tr><td>Source:</td><td>social networks, 8(2), 149-174</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	https://doi.org/10.1016/s0378-8733(86)80002-8	0.8328	-0.5064	5	18	70	0.9745	1986	70	0.9745
258	small (2016)	"<table><tr><td>Authors:</td><td>small, mario l.; sukhu, christopher</td></tr><tr><td>Title:</td><td>because they were there: access, deliberation, and the mobilization of networks for support</td></tr><tr><td>Source:</td><td>social networks, 47, 73-84</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.05.002	1.0732	0.0758	2	14	69	2.3164	2016	69	2.3164
259	bohn (2014a)	"<table><tr><td>Authors:</td><td>bohn, angela; buchta, christian; hornik, kurt; mair, patrick</td></tr><tr><td>Title:</td><td>making friends and communicating on facebook: implications for the access to social capital</td></tr><tr><td>Source:</td><td>social networks, 37, 29-41</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.11.003	0.1536	-0.0764	17	5	69	1.401	2014	69	1.401
260	song (2012a)	"<table><tr><td>Authors:</td><td>song, lijun; chang, tian-yun</td></tr><tr><td>Title:</td><td>do resources of network members help in help seeking? social capital and health information search</td></tr><tr><td>Source:</td><td>social networks, 34(4), 658-669</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2012.08.002	0.976	-0.2327	5	10	69	1.2545	2012	69	1.2545
261	de klepper (2010)	"<table><tr><td>Authors:</td><td>de klepper, maurits; sleebos, ed; van de bunt, gerhard; agneessens, filip</td></tr><tr><td>Title:</td><td>similarity in friendship networks: selection or influence? the effect of constraining contexts and non-visible individual attributes</td></tr><tr><td>Source:</td><td>social networks, 32(1), 82-90</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.06.003	0.1739	0.1879	4	11	69	0.3966	2010	69	0.3966
262	bonacich (2004a)	"<table><tr><td>Authors:</td><td>bonacich, p; lloyd, p</td></tr><tr><td>Title:</td><td>calculating status with negative relations</td></tr><tr><td>Source:</td><td>social networks, 26(4), 331-338</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.socnet.2004.08.007	-0.2471	0.614	19	13	69	1.2948	2004	69	1.2948
263	windzio (2018)	"<table><tr><td>Authors:</td><td>windzio, michael</td></tr><tr><td>Title:</td><td>the network of global migration 1990-2013 using ergms to test theories of migration between countries</td></tr><tr><td>Source:</td><td>social networks, 53, 20-29</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.08.006	0.5483	0.4263	22	5	68	2.92	2018	68	2.92
264	everett (2016)	"<table><tr><td>Authors:</td><td>everett, martin g.; valente, thomas w.</td></tr><tr><td>Title:</td><td>bridging, brokerage and betweenness</td></tr><tr><td>Source:</td><td>social networks, 44, 202-208</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.09.001	-0.0552	0.0128	9	11	68	2.2828	2016	68	2.2828
265	brooks (2014)	"<table><tr><td>Authors:</td><td>brooks, brandon; hogan, bernie; ellison, nicole; lampe, cliff; vitak, jessica</td></tr><tr><td>Title:</td><td>assessing structural correlates to social capital in facebook ego networks</td></tr><tr><td>Source:</td><td>social networks, 38, 1-15</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.01.002	0.9343	-0.0099	17	9	68	1.3807	2014	68	1.3807
266	faris (2012)	"<table><tr><td>Authors:</td><td>faris, robert; ennett, susan</td></tr><tr><td>Title:</td><td>adolescent aggression: the role of peer group status motives, peer aggression, and group characteristics</td></tr><tr><td>Source:</td><td>social networks, 34(4), 371-378</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.06.003	0.1882	0.7648	4	8	68	1.2364	2012	68	1.2364
267	romney (1982)	"<table><tr><td>Authors:</td><td>romney, ak; faust, k</td></tr><tr><td>Title:</td><td>predicting the structure of a communications network from recalled data</td></tr><tr><td>Source:</td><td>social networks, 4(4), 285-304</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90015-6	0.0017	-0.7045	11	28	68	1.7857	1982	68	1.7857
268	morales (2014)	"<table><tr><td>Authors:</td><td>morales, a. j.; borondo, j.; losada, j. c.; benito, r. m.</td></tr><tr><td>Title:</td><td>efficiency of human activity on information spreading on twitter</td></tr><tr><td>Source:</td><td>social networks, 39, 1-11</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.03.007	0.3092	-0.0412	13	3	67	1.3604	2014	67	1.3604
269	de stefano (2013)	"<table><tr><td>Authors:</td><td>de stefano, domenico; fuccella, vittorio; vitale, maria prosperina; zaccarin, susanna</td></tr><tr><td>Title:</td><td>the use of different data sources in the analysis of co-authorship networks and scientific performance</td></tr><tr><td>Source:</td><td>social networks, 35(3), 370-381</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.04.004	-0.5915	-0.2895	15	12	67	1.2934	2013	67	1.2934
270	adams (2012)	"<table><tr><td>Authors:</td><td>adams, jimi; faust, katherine; lovasi, gina s.</td></tr><tr><td>Title:</td><td>capturing context: integrating spatial and social network analyses</td></tr><tr><td>Source:</td><td>social networks, 34(1), 1-5</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.10.007	0.3352	0.3221	22	6	67	1.2182	2012	67	1.2182
271	pustejovsky (2009)	"<table><tr><td>Authors:</td><td>pustejovsky, james e.; spillane, james p.</td></tr><tr><td>Title:</td><td>question-order effects in social network name generators</td></tr><tr><td>Source:</td><td>social networks, 31(4), 221-229</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.socnet.2009.06.001	0.6984	-0.2934	5	25	67	0.6852	2009	67	0.6852
